Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
2310,Legal,Male,35,Developer,2021-12-13 08:03:05.556036,2,Bachelor,4,7000.0,49,47,2,8,100,10,80,2,2.55,False
2311,Legal,Male,28,Engineer,2020-06-16 08:03:05.556036,4,High School,4,8400.0,30,45,13,12,25,19,61,0,1.95,False
2312,Customer Support,Female,23,Consultant,2020-05-05 08:03:05.556036,4,Bachelor,4,7700.0,40,14,22,3,75,12,10,0,3.72,True
2313,IT,Male,36,Developer,2022-07-18 08:03:05.556036,2,Bachelor,1,5500.0,43,23,4,8,0,6,99,0,1.88,False
2314,Customer Support,Male,33,Engineer,2022-07-03 08:03:05.556036,2,Bachelor,2,7200.0,55,12,5,2,25,14,71,2,2.61,False
2315,Sales,Female,46,Specialist,2015-05-07 08:03:05.556036,9,Bachelor,1,4950.0,36,21,12,1,50,17,98,2,2.58,False
2316,Engineering,Male,31,Specialist,2017-05-06 08:03:05.556036,7,Bachelor,4,6300.0,50,3,25,14,0,19,52,0,2.11,False
2317,Operations,Female,36,Engineer,2021-03-15 08:03:05.556036,3,Bachelor,4,8400.0,49,3,17,7,50,4,42,2,1.62,False
2318,Finance,Female,48,Specialist,2014-12-08 08:03:05.556036,9,High School,1,4950.0,44,32,9,10,0,11,50,0,1.16,False
2319,Finance,Male,40,Specialist,2021-04-24 08:03:05.556036,3,Master,1,4950.0,53,14,26,13,0,19,6,1,4.42,False
2320,Operations,Female,45,Analyst,2019-06-29 08:03:05.556036,5,High School,3,5200.0,54,10,3,2,25,16,27,1,2.24,False
2321,Finance,Male,33,Consultant,2018-09-08 08:03:05.556036,5,Bachelor,4,7700.0,55,16,13,8,50,16,42,2,1.06,False
2322,Finance,Male,53,Technician,2023-09-23 08:03:05.556036,0,Bachelor,2,4200.0,34,7,17,12,100,12,98,2,4.67,False
2323,IT,Male,57,Analyst,2023-05-31 08:03:05.556036,1,Bachelor,5,6000.0,32,0,3,3,50,18,44,0,4.01,False
2324,Engineering,Female,43,Manager,2024-03-22 08:03:05.556036,0,Master,2,7200.0,46,13,25,3,25,19,13,0,3.78,True
2325,HR,Female,46,Analyst,2024-03-03 08:03:05.556036,0,Master,2,4800.0,51,24,15,9,25,7,10,0,3.96,False
2326,Operations,Female,45,Engineer,2015-02-26 08:03:05.556036,9,Bachelor,2,7200.0,48,0,27,1,75,3,58,1,2.86,False
2327,IT,Male,43,Analyst,2015-01-18 08:03:05.556036,9,Master,5,6000.0,46,3,21,8,50,3,84,1,4.44,False
2328,Legal,Male,30,Consultant,2018-03-28 08:03:05.556036,6,Master,2,6600.0,53,49,16,9,0,10,42,1,1.31,False
2329,HR,Female,22,Technician,2017-12-16 08:03:05.556036,6,High School,2,4200.0,38,14,16,11,50,19,96,2,3.56,False
2330,Operations,Female,28,Manager,2018-05-27 08:03:05.556036,6,Bachelor,4,8400.0,60,39,0,14,0,15,23,2,3.1,False
2331,Customer Support,Female,39,Analyst,2020-05-30 08:03:05.556036,4,High School,2,4800.0,49,2,10,10,50,10,99,2,4.94,True
2332,Customer Support,Male,57,Specialist,2024-02-02 08:03:05.556036,0,Bachelor,3,5850.0,39,3,26,14,50,5,72,2,2.65,False
2333,HR,Female,56,Technician,2020-02-26 08:03:05.556036,4,Bachelor,5,5250.0,34,9,15,5,50,3,53,2,4.66,False
2334,Finance,Male,53,Analyst,2018-09-28 08:03:05.556036,5,Bachelor,1,4400.0,43,12,7,3,50,5,20,2,4.25,False
2335,Sales,Male,56,Specialist,2016-04-13 08:03:05.556036,8,Bachelor,3,5850.0,31,34,18,7,75,19,17,0,1.77,False
2336,Finance,Male,36,Consultant,2014-10-02 08:03:05.556036,9,Bachelor,4,7700.0,55,36,10,0,50,6,85,0,3.64,True
2337,IT,Male,50,Engineer,2022-12-01 08:03:05.556036,1,High School,3,7800.0,52,30,11,8,50,15,85,2,4.25,False
2338,Customer Support,Male,33,Manager,2020-06-06 08:03:05.556036,4,Bachelor,4,8400.0,48,34,8,5,50,10,2,0,1.39,False
2339,Operations,Male,52,Manager,2019-10-07 08:03:05.556036,4,High School,5,9000.0,46,35,14,2,0,15,78,0,3.09,False
2340,Legal,Female,24,Engineer,2018-04-15 08:03:05.556036,6,PhD,4,8400.0,54,49,24,7,75,7,28,0,3.33,True
2341,Finance,Female,37,Engineer,2021-12-25 08:03:05.556036,2,Bachelor,5,9000.0,47,33,16,14,0,6,63,2,3.4,False
2342,Finance,Male,49,Specialist,2017-03-12 08:03:05.556036,7,High School,2,5400.0,58,25,12,1,50,13,32,0,3.89,True
2343,Engineering,Male,44,Analyst,2023-02-23 08:03:05.556036,1,Bachelor,5,6000.0,32,36,12,10,0,19,95,1,3.8,True
2344,IT,Female,47,Engineer,2022-09-15 08:03:05.556036,1,Master,1,6600.0,32,38,9,9,100,12,31,2,3.3,False
2345,Finance,Male,23,Consultant,2020-01-28 08:03:05.556036,4,Master,5,8250.0,51,15,25,0,0,3,57,1,4.73,False
2346,Marketing,Male,58,Technician,2019-02-01 08:03:05.556036,5,Master,3,4550.0,48,14,10,14,0,14,6,2,1.7,False
2347,Engineering,Female,36,Analyst,2020-08-01 08:03:05.556036,4,PhD,5,6000.0,51,32,20,10,0,7,1,0,1.04,False
2348,Finance,Female,54,Technician,2016-01-19 08:03:05.556036,8,PhD,3,4550.0,46,26,28,3,100,7,15,0,1.1,False
2349,HR,Male,47,Engineer,2016-07-29 08:03:05.556036,8,Master,4,8400.0,43,23,4,1,100,14,6,1,4.8,True
2350,Operations,Male,26,Specialist,2022-12-03 08:03:05.556036,1,Master,1,4950.0,41,16,24,9,25,13,21,2,4.64,False
2351,Finance,Female,57,Engineer,2021-05-26 08:03:05.556036,3,Bachelor,2,7200.0,48,48,15,10,100,8,5,2,1.84,False
2352,Operations,Female,48,Technician,2022-08-03 08:03:05.556036,2,Master,2,4200.0,35,33,15,4,25,6,8,2,2.78,False
2353,Operations,Male,29,Consultant,2023-01-17 08:03:05.556036,1,High School,5,8250.0,45,23,10,12,75,2,85,0,3.12,True
2354,Operations,Male,32,Manager,2019-09-03 08:03:05.556036,5,Master,1,6600.0,39,45,18,13,100,1,72,2,3.68,False
2355,IT,Female,28,Analyst,2019-08-14 08:03:05.556036,5,Master,1,4400.0,43,27,21,11,50,1,29,0,4.37,False
2356,Engineering,Male,58,Analyst,2015-04-26 08:03:05.556036,9,Bachelor,5,6000.0,41,25,4,1,0,16,15,0,1.03,False
2357,Operations,Male,33,Technician,2017-10-24 08:03:05.556036,6,Bachelor,2,4200.0,39,3,13,13,100,11,86,2,2.51,False
2358,Sales,Female,59,Developer,2023-01-20 08:03:05.556036,1,Bachelor,2,6000.0,56,9,19,11,50,12,74,2,2.92,False
2359,Sales,Other,58,Engineer,2016-02-09 08:03:05.556036,8,Bachelor,2,7200.0,36,48,21,4,0,13,89,0,1.48,False
2360,Sales,Female,51,Technician,2021-02-23 08:03:05.556036,3,Bachelor,5,5250.0,43,31,9,7,0,11,42,1,4.17,False
2361,Marketing,Male,36,Engineer,2022-12-10 08:03:05.556036,1,Bachelor,2,7200.0,40,22,15,2,50,7,70,0,3.05,False
2362,Customer Support,Female,60,Analyst,2024-03-24 08:03:05.556036,0,Bachelor,3,5200.0,60,25,13,4,100,14,96,2,1.06,False
2363,Operations,Female,59,Analyst,2016-12-19 08:03:05.556036,7,Bachelor,5,6000.0,52,21,14,4,50,1,24,1,3.66,False
2364,Marketing,Female,24,Developer,2023-09-07 08:03:05.556036,0,Bachelor,1,5500.0,49,28,26,5,100,2,28,2,4.14,False
2365,IT,Male,43,Engineer,2018-01-22 08:03:05.556036,6,High School,3,7800.0,35,14,14,6,75,11,3,1,2.78,False
2366,HR,Male,37,Specialist,2019-04-19 08:03:05.556036,5,Bachelor,2,5400.0,33,19,17,6,75,9,10,1,2.62,False
2367,Legal,Male,38,Developer,2024-07-26 08:03:05.556036,0,Master,4,7000.0,34,24,3,11,50,2,39,1,2.69,True
2368,Legal,Male,45,Developer,2019-04-21 08:03:05.556036,5,Bachelor,2,6000.0,46,39,1,9,50,9,28,2,1.8,False
2369,Finance,Female,26,Developer,2019-03-01 08:03:05.556036,5,Bachelor,1,5500.0,46,22,23,3,0,4,57,2,3.19,False
2370,Sales,Female,39,Analyst,2016-09-12 08:03:05.556036,7,Master,4,5600.0,57,22,16,13,75,14,60,2,3.19,False
2371,IT,Female,26,Analyst,2016-06-04 08:03:05.556036,8,High School,4,5600.0,52,1,7,6,50,11,21,1,3.29,False
2372,Marketing,Male,24,Analyst,2023-06-03 08:03:05.556036,1,Master,1,4400.0,44,16,13,9,100,9,70,1,4.69,False
2373,IT,Female,58,Manager,2020-09-14 08:03:05.556036,3,Bachelor,2,7200.0,46,49,17,8,50,16,79,0,3.79,False
2374,Marketing,Female,53,Analyst,2015-04-11 08:03:05.556036,9,Bachelor,1,4400.0,48,11,5,7,50,16,20,1,4.98,False
2375,Customer Support,Female,49,Developer,2022-10-22 08:03:05.556036,1,Bachelor,1,5500.0,34,1,2,2,75,8,14,2,2.65,False
2376,Engineering,Female,59,Specialist,2019-07-09 08:03:05.556036,5,Bachelor,5,6750.0,46,42,15,4,25,19,87,2,2.6,True
2377,Marketing,Other,42,Engineer,2018-08-05 08:03:05.556036,6,Bachelor,2,7200.0,37,19,29,13,100,7,98,0,3.25,False
2378,Customer Support,Male,57,Analyst,2015-09-09 08:03:05.556036,8,Bachelor,2,4800.0,59,33,0,13,50,7,96,2,1.26,False
2379,Operations,Female,59,Consultant,2016-12-24 08:03:05.556036,7,High School,3,7150.0,44,38,23,2,75,16,49,2,1.49,False
2380,Marketing,Female,45,Specialist,2018-07-03 08:03:05.556036,6,Bachelor,3,5850.0,37,6,26,14,50,18,10,2,2.58,False
2381,Legal,Female,25,Technician,2020-05-04 08:03:05.556036,4,High School,4,4900.0,41,8,18,10,100,14,85,1,3.12,False
2382,Marketing,Male,60,Consultant,2016-08-25 08:03:05.556036,8,High School,3,7150.0,54,26,27,2,0,15,44,0,4.73,False
2383,Customer Support,Male,54,Developer,2019-10-29 08:03:05.556036,4,High School,5,7500.0,30,20,13,0,50,16,26,1,4.11,True
2384,Engineering,Female,42,Developer,2017-02-23 08:03:05.556036,7,Bachelor,4,7000.0,50,13,10,7,25,15,78,1,4.56,False
2385,IT,Male,31,Manager,2022-01-19 08:03:05.556036,2,PhD,5,9000.0,50,32,14,11,100,7,17,1,3.58,False
2386,HR,Female,41,Specialist,2020-05-04 08:03:05.556036,4,Bachelor,5,6750.0,42,21,20,7,75,14,16,0,2.7,False
2387,Engineering,Female,38,Manager,2024-04-07 08:03:05.556036,0,High School,4,8400.0,42,29,29,11,25,1,22,2,1.92,False
2388,Finance,Female,56,Technician,2024-02-19 08:03:05.556036,0,Master,5,5250.0,44,0,21,14,75,15,45,0,2.44,False
2389,Customer Support,Other,58,Analyst,2023-02-06 08:03:05.556036,1,High School,1,4400.0,53,14,1,5,50,17,65,2,1.61,False
2390,Engineering,Female,33,Technician,2017-02-05 08:03:05.556036,7,High School,2,4200.0,34,15,6,7,0,6,44,1,1.2,False
2391,Customer Support,Male,28,Specialist,2021-11-26 08:03:05.556036,2,Bachelor,3,5850.0,35,10,3,10,100,11,80,2,2.39,False
2392,HR,Male,50,Specialist,2019-03-06 08:03:05.556036,5,High School,1,4950.0,32,9,22,7,75,3,69,0,4.96,False
2393,HR,Male,48,Developer,2017-09-15 08:03:05.556036,6,Bachelor,3,6500.0,49,25,28,0,0,18,11,2,4.86,False
2394,Sales,Male,41,Manager,2017-05-11 08:03:05.556036,7,High School,4,8400.0,38,44,8,13,75,11,28,0,2.05,False
2395,Marketing,Male,53,Consultant,2022-12-16 08:03:05.556036,1,Bachelor,5,8250.0,46,43,2,4,100,16,33,1,2.31,False
2396,Customer Support,Male,29,Specialist,2015-08-20 08:03:05.556036,9,Bachelor,5,6750.0,60,23,29,10,25,18,12,0,4.7,False
2397,Customer Support,Male,32,Engineer,2016-08-20 08:03:05.556036,8,Master,4,8400.0,33,39,20,4,0,9,18,1,3.28,False
2398,Marketing,Male,33,Developer,2015-05-13 08:03:05.556036,9,Bachelor,2,6000.0,48,38,22,3,0,19,99,2,3.42,False
2399,Engineering,Male,42,Consultant,2016-04-13 08:03:05.556036,8,High School,1,6050.0,40,15,24,12,0,14,92,2,1.78,False
2400,HR,Female,58,Manager,2018-01-29 08:03:05.556036,6,High School,5,9000.0,35,8,23,10,50,7,73,1,1.98,False
2401,Customer Support,Female,56,Specialist,2024-04-22 08:03:05.556036,0,Master,3,5850.0,45,35,6,14,0,18,52,2,1.3,False
2402,Legal,Other,56,Developer,2015-12-14 08:03:05.556036,8,Bachelor,2,6000.0,38,41,17,14,0,14,0,2,2.96,False
2403,Engineering,Male,56,Engineer,2023-11-21 08:03:05.556036,0,High School,2,7200.0,43,15,20,13,50,4,72,0,1.84,False
2404,Sales,Male,46,Engineer,2020-10-14 08:03:05.556036,3,High School,2,7200.0,53,24,0,5,25,19,65,0,1.26,False
2405,Finance,Male,35,Developer,2019-04-25 08:03:05.556036,5,Master,4,7000.0,46,34,24,12,75,9,43,2,2.21,False
2406,Operations,Male,60,Developer,2017-04-21 08:03:05.556036,7,Bachelor,5,7500.0,45,24,16,0,50,5,27,0,3.38,False
2407,Sales,Female,32,Manager,2018-01-25 08:03:05.556036,6,Bachelor,3,7800.0,40,49,14,8,25,16,38,1,3.33,False
2408,Finance,Male,55,Engineer,2015-05-26 08:03:05.556036,9,Bachelor,5,9000.0,60,36,13,6,25,10,0,1,4.43,False
2409,Marketing,Male,58,Technician,2023-05-19 08:03:05.556036,1,Bachelor,3,4550.0,37,2,15,6,100,8,40,2,2.87,False
2410,Legal,Male,29,Technician,2016-12-12 08:03:05.556036,7,PhD,2,4200.0,60,29,16,2,25,15,73,2,2.02,False
2411,Marketing,Male,43,Analyst,2022-05-04 08:03:05.556036,2,Bachelor,2,4800.0,36,22,4,7,100,5,99,2,4.13,False
2412,Sales,Male,59,Manager,2017-01-24 08:03:05.556036,7,Master,5,9000.0,35,27,23,13,75,4,85,1,2.07,False
2413,Customer Support,Male,40,Developer,2017-01-20 08:03:05.556036,7,Bachelor,2,6000.0,41,28,16,2,75,10,75,2,1.85,False
2414,Engineering,Female,47,Manager,2016-12-28 08:03:05.556036,7,High School,4,8400.0,33,43,19,13,25,4,83,0,1.5,False
2415,Finance,Female,51,Engineer,2023-03-17 08:03:05.556036,1,Bachelor,4,8400.0,36,7,20,13,50,1,89,2,2.24,False
2416,Finance,Male,54,Analyst,2022-06-07 08:03:05.556036,2,Bachelor,5,6000.0,60,12,19,3,50,4,18,1,4.61,False
2417,Customer Support,Female,50,Manager,2018-08-29 08:03:05.556036,6,High School,3,7800.0,34,38,17,8,50,1,56,0,3.78,False
2418,IT,Male,39,Analyst,2018-05-28 08:03:05.556036,6,Bachelor,1,4400.0,50,30,29,2,25,17,13,1,4.2,False
2419,Finance,Male,41,Manager,2024-05-18 08:03:05.556036,0,High School,2,7200.0,60,21,8,12,0,11,6,2,2.98,False
2420,Marketing,Female,48,Technician,2022-08-22 08:03:05.556036,2,Bachelor,2,4200.0,43,38,19,13,0,9,51,0,1.86,False
2421,Customer Support,Other,57,Analyst,2024-06-23 08:03:05.556036,0,Master,5,6000.0,36,43,27,10,25,11,17,0,1.77,False
2422,HR,Female,51,Technician,2024-04-06 08:03:05.556036,0,Master,3,4550.0,46,36,7,10,25,14,16,2,1.16,False
2423,Sales,Male,53,Analyst,2017-04-29 08:03:05.556036,7,Bachelor,1,4400.0,56,34,16,4,100,19,13,1,1.65,False
2424,Finance,Male,30,Developer,2021-03-22 08:03:05.556036,3,Master,4,7000.0,43,46,11,7,25,8,69,1,4.65,False
2425,IT,Male,27,Specialist,2020-01-23 08:03:05.556036,4,Master,5,6750.0,41,42,3,3,25,3,6,1,3.46,True
2426,Marketing,Male,26,Analyst,2017-03-04 08:03:05.556036,7,High School,3,5200.0,36,28,11,12,100,6,13,2,3.6,False
2427,Finance,Female,57,Developer,2023-12-12 08:03:05.556036,0,High School,2,6000.0,31,19,28,13,0,16,88,0,2.76,False
2428,Legal,Female,52,Analyst,2018-05-03 08:03:05.556036,6,PhD,2,4800.0,56,38,25,9,25,13,40,2,3.55,False
2429,Finance,Male,34,Manager,2016-10-05 08:03:05.556036,7,Bachelor,4,8400.0,60,4,23,6,75,19,58,2,3.11,False
2430,IT,Male,34,Specialist,2022-01-17 08:03:05.556036,2,Bachelor,1,4950.0,51,19,1,14,25,12,40,0,2.88,False
2431,Marketing,Female,31,Developer,2019-12-29 08:03:05.556036,4,Bachelor,2,6000.0,40,18,3,13,100,11,36,1,1.45,False
2432,Customer Support,Female,28,Analyst,2021-10-08 08:03:05.556036,2,Bachelor,5,6000.0,50,41,25,5,50,16,54,1,3.8,False
2433,HR,Female,46,Consultant,2017-04-06 08:03:05.556036,7,PhD,2,6600.0,30,8,13,1,100,8,14,2,2.04,False
2434,Operations,Female,46,Developer,2023-08-28 08:03:05.556036,1,Bachelor,5,7500.0,40,17,1,3,25,5,71,0,2.66,False
2435,HR,Other,23,Analyst,2016-12-05 08:03:05.556036,7,Master,2,4800.0,42,29,27,10,0,19,74,2,1.35,False
2436,Finance,Male,54,Specialist,2022-01-02 08:03:05.556036,2,High School,4,6300.0,45,35,27,11,100,5,24,2,3.9,True
2437,IT,Female,36,Developer,2014-12-23 08:03:05.556036,9,Master,1,5500.0,41,1,22,12,75,7,29,1,2.6,False
2438,Operations,Female,35,Consultant,2017-07-27 08:03:05.556036,7,Bachelor,5,8250.0,32,49,3,14,75,10,37,2,2.63,False
2439,Finance,Male,48,Specialist,2017-04-06 08:03:05.556036,7,High School,5,6750.0,53,35,7,3,0,2,29,2,1.86,False
2440,Sales,Male,37,Technician,2023-08-30 08:03:05.556036,1,High School,4,4900.0,55,20,13,14,25,13,40,2,3.29,False
2441,Marketing,Female,28,Developer,2022-10-09 08:03:05.556036,1,Bachelor,1,5500.0,39,25,22,5,25,11,73,2,1.91,False
2442,HR,Female,30,Engineer,2024-03-31 08:03:05.556036,0,Bachelor,3,7800.0,46,4,22,3,50,18,14,1,3.27,False
2443,Sales,Male,58,Analyst,2019-11-06 08:03:05.556036,4,Bachelor,4,5600.0,48,38,27,13,50,8,54,0,1.32,False
2444,IT,Male,41,Engineer,2014-11-22 08:03:05.556036,9,Bachelor,3,7800.0,60,18,15,2,75,10,73,2,2.49,False
2445,Operations,Female,49,Consultant,2014-12-17 08:03:05.556036,9,High School,4,7700.0,31,6,9,14,100,6,28,1,1.43,False
2446,Sales,Female,26,Technician,2014-12-15 08:03:05.556036,9,Bachelor,5,5250.0,43,30,24,7,100,15,45,0,4.93,False
2447,Finance,Female,51,Consultant,2023-07-18 08:03:05.556036,1,PhD,3,7150.0,41,42,27,1,75,19,28,2,1.04,False
2448,HR,Female,55,Engineer,2022-07-16 08:03:05.556036,2,Bachelor,2,7200.0,60,14,13,3,0,7,90,2,3.91,False
2449,Operations,Male,50,Engineer,2015-09-08 08:03:05.556036,8,Master,3,7800.0,50,12,28,6,100,15,31,1,2.62,False
2450,Legal,Male,47,Developer,2017-05-05 08:03:05.556036,7,Master,5,7500.0,45,38,21,10,75,3,95,2,3.34,False
2451,Sales,Female,36,Developer,2021-05-28 08:03:05.556036,3,High School,3,6500.0,33,29,1,7,100,19,97,0,4.66,False
2452,Finance,Male,44,Specialist,2021-02-01 08:03:05.556036,3,High School,1,4950.0,54,7,6,12,100,19,89,1,2.03,False
2453,Customer Support,Female,27,Technician,2021-11-21 08:03:05.556036,2,High School,3,4550.0,45,29,10,7,50,2,67,2,4.26,False
2454,Marketing,Female,29,Engineer,2015-04-02 08:03:05.556036,9,Bachelor,1,6600.0,37,1,5,2,0,15,68,1,3.21,False
2455,Engineering,Female,24,Consultant,2024-08-14 08:03:05.556036,0,Bachelor,3,7150.0,33,36,10,13,75,6,83,2,2.75,False
2456,Operations,Male,23,Specialist,2022-01-16 08:03:05.556036,2,Master,3,5850.0,51,49,21,13,75,15,35,0,2.19,False
2457,Customer Support,Male,44,Consultant,2019-03-02 08:03:05.556036,5,Bachelor,2,6600.0,30,34,0,8,50,10,95,0,1.12,False
2458,Finance,Male,47,Technician,2015-06-06 08:03:05.556036,9,Bachelor,3,4550.0,54,48,1,1,75,8,67,2,1.3,False
2459,Finance,Other,25,Analyst,2023-08-07 08:03:05.556036,1,High School,2,4800.0,44,21,25,11,100,15,51,2,4.56,False
2460,Sales,Female,35,Manager,2023-11-03 08:03:05.556036,0,Bachelor,5,9000.0,35,36,21,9,50,19,47,2,3.24,False
2461,Engineering,Female,47,Consultant,2024-06-24 08:03:05.556036,0,High School,2,6600.0,49,12,17,2,100,14,85,1,2.04,False
2462,Operations,Male,58,Developer,2023-01-11 08:03:05.556036,1,Bachelor,2,6000.0,36,20,26,4,100,18,97,2,4.24,False
2463,Marketing,Male,30,Manager,2019-03-31 08:03:05.556036,5,Master,1,6600.0,60,24,28,7,100,2,6,2,3.68,True
2464,Operations,Female,27,Analyst,2017-12-31 08:03:05.556036,6,High School,1,4400.0,41,10,21,1,75,9,92,1,2.55,True
2465,Operations,Male,23,Manager,2024-05-04 08:03:05.556036,0,PhD,1,6600.0,51,14,16,8,100,19,33,0,1.78,False
2466,Engineering,Female,53,Consultant,2014-09-15 08:03:05.556036,9,Bachelor,2,6600.0,54,16,26,14,0,18,7,2,3.7,False
2467,Engineering,Female,30,Developer,2019-12-22 08:03:05.556036,4,High School,5,7500.0,54,25,9,0,25,9,27,1,3.71,False
2468,Sales,Female,42,Developer,2017-09-11 08:03:05.556036,6,Bachelor,4,7000.0,53,43,4,6,100,6,70,2,2.96,False
2469,Sales,Male,24,Consultant,2017-12-30 08:03:05.556036,6,Bachelor,1,6050.0,39,6,19,11,50,17,45,0,2.03,False
2470,IT,Female,40,Manager,2015-10-29 08:03:05.556036,8,High School,1,6600.0,56,40,1,3,75,3,8,1,3.75,False
2471,IT,Female,53,Consultant,2015-03-02 08:03:05.556036,9,Bachelor,2,6600.0,40,22,14,0,25,2,88,0,3.96,False
2472,Customer Support,Female,45,Technician,2018-03-02 08:03:05.556036,6,Bachelor,2,4200.0,31,38,26,12,100,16,58,2,4.76,False
2473,Finance,Male,36,Specialist,2015-06-24 08:03:05.556036,9,High School,2,5400.0,49,7,7,4,0,6,47,0,2.98,True
2474,Legal,Male,25,Consultant,2015-05-02 08:03:05.556036,9,Bachelor,5,8250.0,33,41,26,12,0,5,80,0,1.51,True
2475,Sales,Female,30,Analyst,2024-06-29 08:03:05.556036,0,Bachelor,1,4400.0,42,10,4,12,25,18,53,1,4.21,False
2476,Customer Support,Male,28,Manager,2023-01-07 08:03:05.556036,1,Bachelor,2,7200.0,56,25,3,7,25,3,48,1,4.55,False
2477,Operations,Male,38,Specialist,2019-03-22 08:03:05.556036,5,Bachelor,2,5400.0,32,29,6,10,75,17,72,2,2.12,False
2478,Sales,Female,22,Analyst,2018-03-21 08:03:05.556036,6,High School,2,4800.0,60,40,18,13,100,6,94,2,4.45,False
2479,Customer Support,Male,23,Analyst,2022-04-19 08:03:05.556036,2,Master,3,5200.0,30,21,3,11,100,8,34,0,4.75,False
2480,Marketing,Male,25,Consultant,2019-10-11 08:03:05.556036,4,Bachelor,4,7700.0,50,17,25,14,0,17,6,2,3.45,False
2481,IT,Male,50,Specialist,2014-11-18 08:03:05.556036,9,High School,3,5850.0,59,37,0,6,0,17,10,1,1.95,False
2482,Sales,Female,46,Manager,2021-10-17 08:03:05.556036,2,PhD,3,7800.0,38,37,23,1,0,10,57,2,4.69,False
2483,Marketing,Female,23,Specialist,2024-05-07 08:03:05.556036,0,Bachelor,3,5850.0,51,44,25,3,100,13,21,1,3.94,False
2484,Finance,Male,39,Technician,2019-03-18 08:03:05.556036,5,Bachelor,5,5250.0,32,19,17,8,25,10,41,0,2.44,False
2485,Legal,Female,42,Analyst,2015-03-24 08:03:05.556036,9,Bachelor,1,4400.0,54,14,10,11,100,8,88,2,4.7,False
2486,Marketing,Male,54,Engineer,2015-04-28 08:03:05.556036,9,Master,4,8400.0,30,16,11,10,75,15,27,1,3.35,False
2487,Customer Support,Female,50,Engineer,2018-01-26 08:03:05.556036,6,Master,1,6600.0,44,14,22,7,50,7,67,0,2.66,False
2488,Customer Support,Female,45,Analyst,2022-09-15 08:03:05.556036,1,Bachelor,5,6000.0,33,41,27,13,75,10,82,1,1.62,False
2489,HR,Female,57,Analyst,2017-07-21 08:03:05.556036,7,Bachelor,5,6000.0,46,23,28,5,75,1,32,1,1.4,False
2490,Sales,Female,40,Developer,2020-08-04 08:03:05.556036,4,Bachelor,1,5500.0,44,31,9,3,25,12,8,1,1.11,False
2491,Marketing,Male,35,Analyst,2018-08-28 08:03:05.556036,6,Bachelor,1,4400.0,44,26,28,4,50,1,65,0,2.51,False
2492,Operations,Male,48,Consultant,2020-11-03 08:03:05.556036,3,Bachelor,5,8250.0,46,44,11,6,25,19,49,1,4.25,False
2493,Finance,Male,36,Analyst,2016-02-22 08:03:05.556036,8,Bachelor,3,5200.0,37,19,15,8,0,18,1,0,4.99,False
2494,Operations,Female,22,Developer,2016-10-09 08:03:05.556036,7,Bachelor,5,7500.0,51,19,14,5,50,12,66,0,2.39,False
2495,Sales,Male,54,Developer,2017-04-12 08:03:05.556036,7,Bachelor,1,5500.0,32,19,3,13,100,18,38,1,3.63,True
2496,HR,Female,45,Manager,2015-11-26 08:03:05.556036,8,Master,1,6600.0,49,25,29,10,25,19,71,1,1.32,False
2497,Operations,Male,44,Technician,2020-07-09 08:03:05.556036,4,High School,1,3850.0,54,34,16,4,0,19,78,0,1.17,False
2498,Operations,Female,59,Technician,2018-06-04 08:03:05.556036,6,Master,4,4900.0,50,49,18,9,50,15,16,2,4.13,False
2499,Marketing,Female,30,Consultant,2023-02-25 08:03:05.556036,1,High School,5,8250.0,50,2,19,7,25,19,2,2,3.42,False
2500,Engineering,Female,57,Technician,2018-10-18 08:03:05.556036,5,High School,4,4900.0,50,31,26,7,50,14,35,1,1.97,False
2501,Customer Support,Female,59,Developer,2020-04-09 08:03:05.556036,4,Bachelor,4,7000.0,44,48,3,2,0,13,50,0,3.42,False
2502,IT,Female,50,Engineer,2019-01-19 08:03:05.556036,5,Bachelor,1,6600.0,36,12,11,10,100,19,73,0,1.35,False
2503,HR,Female,35,Specialist,2019-07-20 08:03:05.556036,5,Bachelor,4,6300.0,39,33,16,3,0,14,40,0,4.91,False
2504,Finance,Other,25,Manager,2023-07-28 08:03:05.556036,1,Master,4,8400.0,40,32,13,8,50,19,19,1,2.63,False
2505,Finance,Male,34,Analyst,2021-09-04 08:03:05.556036,3,Bachelor,5,6000.0,57,29,1,0,0,13,46,2,3.8,False
2506,Marketing,Male,47,Technician,2020-06-23 08:03:05.556036,4,Bachelor,3,4550.0,58,25,5,5,0,2,95,0,4.18,False
2507,Operations,Male,39,Manager,2017-10-10 08:03:05.556036,6,High School,1,6600.0,40,25,25,2,0,18,84,1,3.46,False
2508,Operations,Male,28,Technician,2020-07-12 08:03:05.556036,4,High School,2,4200.0,42,18,5,11,100,15,72,1,1.63,False
2509,Legal,Female,26,Developer,2015-02-02 08:03:05.556036,9,Bachelor,1,5500.0,36,28,12,12,25,7,98,0,2.75,False
2510,Finance,Male,49,Specialist,2015-05-04 08:03:05.556036,9,High School,4,6300.0,32,15,14,4,100,19,53,0,4.87,False
2511,Legal,Male,34,Consultant,2020-06-15 08:03:05.556036,4,High School,3,7150.0,50,11,3,14,100,12,76,0,3.64,False
